VIN,County,City,States,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric_Utility
WA16CBGE4R,Snohomish,Edmonds,WA,98026,2024,AUDI,SQ8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
3FMTK1RM3P,King,Seattle,WA,98126,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YSMEG3KA3P,King,Seattle,WA,98106,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60DJ7R,Kittitas,Ellensburg,WA,98926,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,PUGET SOUND ENERGY INC
YV4BR0DL0J,King,Seattle,WA,98105,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SADHB2S1XK,King,Seattle,WA,98126,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBA13AG05N,King,Mercer Island,WA,98040,2022,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2AFY2R,King,Sammamish,WA,98075,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
W1N9M0KB0N,Snohomish,Everett,WA,98204,2022,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
WA1G2AFY4P,King,Seattle,WA,98108,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8K23AG3N,Pierce,Gig Harbor,WA,98332,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
5YJXCDE41K,King,Issaquah,WA,98027,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E42F,King,Seattle,WA,98115,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE4D,King,Seattle,WA,98106,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1DNXC,King,Seattle,WA,98115,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JA4T5WA96R,Jefferson,Port Townsend,WA,98368,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
7FCTGCAA3R,Snohomish,Everett,WA,98208,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
WP0AC2Y12N,King,Snoqualmie,WA,98065,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA4H29F,Spokane,Nine Mile Falls,WA,99026,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,NO KNOWN ELECTRIC UTILITY SERVICE
WBA13AG03M,Pierce,Gig Harbor,WA,98335,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
VCF1UBU23P,King,Seattle,WA,98118,2023,FISKER,OCEAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCD3LD5N,Benton,Richland,WA,99354,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
YV4BR0DM0L,Snohomish,Edmonds,WA,98020,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,PUGET SOUND ENERGY INC
1G1RH6E45E,Clark,Ridgefield,WA,98642,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4ED3GK8P,King,Redmond,WA,98053,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DL9P,Thurston,Olympia,WA,98502,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,PUGET SOUND ENERGY INC
LVYBC0AL4J,King,Bellevue,WA,98004,2018,VOLVO,S90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AB2Y17N,King,Kirkland,WA,98033,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BC0ZX8H,Spokane,Spokane,WA,99224,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
KMHC75LD2M,Snohomish,Everett,WA,98208,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,PUGET SOUND ENERGY INC
3FMTK3R79N,Snohomish,Lynnwood,WA,98087,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
3FMTK4SXXP,Clark,Vancouver,WA,98682,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WVWPR7AU3J,King,Seattle,WA,98115,2018,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4JGGM5DB6R,Pierce,Parkland,WA,98446,2024,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
50EA1DAA8N,Skagit,La Conner,WA,98257,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
WA1LABGE1K,King,Clyde Hill,WA,98004,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AD2A7XF,Kitsap,Bainbridge Island,WA,98110,2015,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,0,PUGET SOUND ENERGY INC
YV4H60DV5P,King,Auburn,WA,98092,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0BC2Y14P,Klickitat,White Salmon,WA,98672,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
5YJYGAED7M,King,Seattle,WA,98106,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
53TBH2MC3B,King,Redmond,WA,98052,2011,TH!NK,CITY,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SADHB2S12K,Thurston,Olympia,WA,98512,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,PUGET SOUND ENERGY INC
1GC10VELXR,King,Renton,WA,98057,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0BA2Y17M,King,Seattle,WA,98117,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SALWR4RYXM,King,Mercer Island,WA,98040,2021,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1GC10UED3R,King,Renton,WA,98057,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA122BFZ6P,King,Seattle,WA,98101,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1V22F,King,Kent,WA,98042,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JM3KKBHA5R,King,Redmond,WA,98052,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AH2A79K,King,Kirkland,WA,98033,2019,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6S5XK,Snohomish,Snohomish,WA,98296,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,PUGET SOUND ENERGY INC
WP1AH2AY4N,King,Mercer Island,WA,98040,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA12ABGE0L,King,Clyde Hill,WA,98004,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0CM4M,King,Seattle,WA,98119,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FMTK4SE6M,Kitsap,Silverdale,WA,98383,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
1G1RG6E44D,King,Seattle,WA,98106,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RF6E42D,Snohomish,Lake Stevens,WA,98258,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,PUGET SOUND ENERGY INC
WBA7W4C02L,King,Renton,WA,98057,2020,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC85LJXL,Franklin,Pasco,WA,99301,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
KM8K53AG8K,Pierce,Lakewood,WA,98498,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCD3LD7M,Pierce,Lakewood,WA,98499,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY
1FADP3R45F,King,Bothell,WA,98011,2015,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMAAAAA3R,Kitsap,Bremerton,WA,98312,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
YV4BR0PL0J,San Juan,Friday Harbor,WA,98250,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
3FMTK1R46P,Pierce,Tacoma,WA,98421,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
KMHC75LJ7L,King,Kirkland,WA,98034,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGAAL0P,Spokane,Spokane,WA,99208,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
7FCEHEB50P,Pierce,Lakewood,WA,98439,2023,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA15ABGE9R,King,Redmond,WA,98052,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY1Z6C54H,King,Seattle,WA,98199,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YM23CS06R,Clark,Vancouver,WA,98682,2024,BMW,XM,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA12ABGE9L,King,Kent,WA,98030,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4JGDA6DB7H,King,Renton,WA,98058,2017,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC34LB4P,King,Seattle,WA,98125,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1GYKPPRL5P,King,Kenmore,WA,98028,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AE2A78P,King,Mercer Island,WA,98040,2023,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3MW5P9J02M,King,Seattle,WA,98102,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WP0AB2Y14N,King,Mercer Island,WA,98040,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1BCBFZ0P,King,Kenmore,WA,98028,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7JRBR0FL9N,King,Seattle,WA,98115,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
LYVBR0DM1K,King,Kirkland,WA,98034,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
LYVBR0DL2K,King,Kenmore,WA,98028,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2AY4M,King,Mercer Island,WA,98040,2021,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60CX4P,Thurston,Olympia,WA,98513,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,PUGET SOUND ENERGY INC
JTMCB3FV0M,King,Federal Way,WA,98003,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FTBW3XK6N,Spokane,Spokane,WA,99224,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
5YJXCBE43J,Lewis,Chehalis,WA,98532,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FTBW3XK8P,King,Redmond,WA,98052,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY33FK06R,King,Redmond,WA,98052,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AE2A75L,King,Kirkland,WA,98033,2020,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP3R42G,King,Redmond,WA,98052,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4JGGM5DB5R,King,Kirkland,WA,98034,2024,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUFJBFW1N,King,Mercer Island,WA,98040,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0DM8M,King,Seattle,WA,98178,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7JRBR0FZ3M,King,Snoqualmie,WA,98065,2021,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YSMFD3KA1R,Snohomish,Bothell,WA,98012,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
YV4BR00L8M,King,Seattle,WA,98103,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
W1N9M1DB1P,Snohomish,Lynnwood,WA,98037,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
KNDC5DLE3P,Island,Greenbank,WA,98253,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
5YJXCDE42H,King,Seattle,WA,98121,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1V26F,Snohomish,Monroe,WA,98272,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,PUGET SOUND ENERGY INC
2T3YL4DV8E,King,North Bend,WA,98045,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHM24AC2R,Snohomish,Lynnwood,WA,98036,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
KM8KM4AE5P,Pierce,Fircrest,WA,98466,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
KMHC75LJ6M,Skagit,Mount Vernon,WA,98274,2021,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
WP0BA2Y17P,King,Woodinville,WA,98072,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RF6E40E,Snohomish,Stanwood,WA,98292,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
WA12AAGEXP,Cowlitz,Longview,WA,98632,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
JHMZC5F1XL,King,Vashon,WA,98070,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMTJ5DZXP,Pierce,Orting,WA,98360,2023,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA13CBGEXN,King,Issaquah,WA,98027,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1V2BMPE84P,Pierce,Gig Harbor,WA,98332,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
SADHB2S11L,King,Seattle,WA,98199,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCBE57M,Clallam,Sequim,WA,98382,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
7JRBR0FL1N,Snohomish,Bothell,WA,98012,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,PUGET SOUND ENERGY INC
YV4BR00LXN,King,Seattle,WA,98101,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCDE2XG,Snohomish,Everett,WA,98204,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,PUGET SOUND ENERGY INC
ZASPATDW4R,King,Sammamish,WA,98075,2024,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VCBGE0P,Snohomish,Woodway,WA,98020,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC
YV4BC0PK1G,Thurston,Olympia,WA,98502,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,PUGET SOUND ENERGY INC
1FTBW3XK4P,King,Kent,WA,98032,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC75LD6M,Snohomish,Mukilteo,WA,98275,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,PUGET SOUND ENERGY INC
